visit_id	wifi_id	date	indices
v43437	167512	17185	89725;89738;89739;89746;89748;89750;89755;89756;89758;89780;89793;89798;89825;89835
v43503	168219	17331	656891;656892;656897;656898;656899;656901;656912;656913;656917;656918;656922;656924;656925;656929
v43513	168320	17221	259710;259711;259719;259720;259721;259722;259723;259725;260498;260499;260501;260502
v43588	169156	17225	283155;283156;283162;283165;283166;283167;283172;283174;283175;283205;283206;283211;283212;283217
v43634	169627	17199	152652;152653;152654;152655;152658;152659;152699;152711;152712;152723;152771;152820;152821;152824
v43706	170202	17316	610385;610386;610387;610390;610420;610421;610439
v43707	170202	17320	623977;623978;623979;624002;624003
v43769	170876	17228	295930;295931;295945;295946;295948;295954
v43770	170876	17277	490593;490594;490597;490599;490601;490603
v43866	171694	17243	365297;365298;365299;365300;365301
v43967	172818	17258	423886;423887;423894;423897;423902;423905;423910;423941;423942;423943;423944
v44123	174389	17196	139084;139096;139097;139126;139127;139143;139144;139164;139246;139288;139346
v44186	174899	17196	138985;138986;138987;138990;138991;139002;139022;139023;139029;139032;139033;139035;139051
v44280	175840	17178	54457;54458;54459;54460;54461;54462;54464;54481;54487;54488;54490;54491;54506
v44362	176742	17199	155347;155348;155349;155350;155351;155356;155367;155371;155372;155404;155417;155435
v44631	179522	17322	629265;629266;629272;629283;629299;629303;629305;629306;629309;629310;629311;629318
v44702	180134	17174	36464;36465;36466;36467;36468;36469;36482;36601;36604;36605;36606;36607;36608
v44805	181280	17292	540037;540038;540039;540040;540041;540048;540053;540060;540061;540063;540064
v44862	181839	17232	316212;316213;316214;316218
v44863	181839	17263	443236;443237;443238;443249;443250;443252;443255;443276
v45368	187014	17293	541978;541979;541985;541990;541991;541992;541995;541996;542012;542013;542015;542016;542017
v45414	187452	17186	93037;93038;93039;93046;93055;93065;93067;93115;93122;93124;93125;93131
v45534	188642	17171	23202;23203;23204;23207;23208;23213;23215;23216;23219;23220;23228;23249;23250
v45602	189253	17295	544472;544473;544483;544484;544485;544512
v45603	189253	17296	547704;547705;547707;547710;547727;547728
v45649	189774	17213	220713;220716;220717;220720;220721;220722;220839
v46016	193139	17283	510416;510417;510418;510430;510431;510446;510448;510450;510463
v46109	194127	17272	474288;474289;474290;474291;474292;474293;474299;474311;474312;474313;474317;474318
v46127	194250	17255	411147;411148;411153;411158;411159;411160;411162;411185;411186;411187;411195;411249
v46203	194990	17207	195778;195779;195780;195781;195782;195800;195806;195807;195808;195814;195873
v46220	195150	17215	233230;233231;233251;233252;233268;233323;233335;233336;233337;233432;233433;233434
v46357	196886	17255	409912;409913;409914
v46358	196886	17262	437449;437450;437451;437482;437500;437504;437505;437506
v46374	197086	17274	482337;482338;482339;482340;482341;482342;482349;482360;482361
v46599	199542	17195	134137;134141;134142;134143;134144;134145;134161;134162;134163;134166;134169
v46711	200765	17239	346871;346872
v46820	201852	17182	77333;77334;77335;77339;77343;77356;77357;77359;77360;77373;77374
v46965	203457	17176	47322;47323;47331;47333;47334;47337;47362;47387;47410;47418;47438
v46992	203761	17197	143049;143050;143051;143052;143057;143063;143064;143090;143091;143092;143094;143099
v47067	204464	17169	14785;14786;14802;14804;14806;14813;14994;14995;14996;14997
v47191	205713	17280	502950;502951;502952;502953;502954;502956;502959;502961;502985;502986;502998;503000
v47229	206100	17180	67390;67391;67392;67395;67407;67568;67574
v47282	206682	17274	482369;482374;482375;482391;482392;482393;482398;482414;482415;482430;482432
v47399	207932	17233	317359;317360;317372;317373;317374;317380;317384;317385;317386;317387;317390;317398
v47774	211668	17225	281740;281741;281742;281743;281748;281755;281757;281759;281761
v48013	214180	17241	356010;356011;356062;356063;356065;356067;356090;356091;356092;356093;356098;356109
v48049	214529	17183	82351;82352;82353;82354;82360;82362;82363;82384;82385;82386;82390;82392
v48151	215722	17203	173887;173888;173889;173890;173891;173900;173902;173903;173904;173905;173907
v48235	216796	17190	112614;112615;112616;112634;112635;112653;112661;112678;112679;112685;112686;112719
v48377	218457	17335	671966;671967;671968;671984;671985;671986;671987;671988;671995;672000;672002
v48644	221030	17195	134932;134933
v48645	221030	17196	137576;137577;137579;137580;137582;137585;137675;137687
v48669	221293	17244	367275;367276;367277;367278;367279;367280;367281;367300
v48703	221628	17200	159956;159957;159958;159960;159962;159963;159987;159988;160006;160007;160037
v48751	222092	17174	36656;36657;36658;36665;36669;36681;36682;36702;36703
v48773	222341	17286	518721;518725;518728;518729;518732;518760;518767
v48989	224676	17245	371895;371899;371911;371916;371920;371921;371922;371923;371948;371949;371950
v49004	224819	17200	159937;159938;159940;159943;160022;160023;160069;160102;160103
v49059	225380	17213	219979;219980;219981;219982;219984;219985;219995;220008;220091;220092;220093
v49183	226754	17311	592338;592339;592340;592341;592342;592343;592353;592354
v49227	227404	17293	541845;541849;541850;541851;541852;541853;541854;541855;541856;541857;541858
v49308	228284	17217	243332;243369;243370;243394;243395;243415;243416;243472
v49453	229811	17260	431867;431868;431870;431872;431877;431878;431884;431887;431936;431937;431938
v49580	231149	17236	333767;333935;333950;333954;333955;333988
v49680	232310	17263	440509;440510;440526;440527;440533
v49710	232588	17241	354800;354801;354834;354835;354836;354837;354983;354984;354985;354986
v49846	234144	17226	285455;285456;285462;285464;285470;285471;285472;285477;285480
v50004	235863	17214	228160;228161;228164;228165;228180;228207;228209;228211;228212;228232
v50005	235864	17331	658369;658370;658371;658372;658376
v50006	235864	17344	698396;698397;698409
v50092	236751	17280	501237;501238;501239;501240;501241;501242;501243;501244;501257;501258;501265
v50097	236813	17168	8547;8548;8549;8550;8552;8553
v50098	236813	17213	222570;222571;222581
v50131	237175	17184	84756;84757;84797;84798;84805;84812;84827;84835
v50316	239221	17256	414312;414313;414314;414315;414324;414329;414330;414336;414345;414346;414364
v50386	239943	17312	596728;596729;596732;596734;596737;596739;596770;596771;596797;596799;596801
v50526	241491	17290	532193;532194;532195;532272;532273;532313;532314;532315;532342;532359;532360
v50640	242610	17255	409478;409479;409480;409481;409482;409485;409508;409509;409511;409512;409513
v50699	243151	17325	638084;638086;638087;638094;638097;638098;638117;638118;638119;638120;638121
v50742	243741	17289	526832;526834;526835;526836;526868;526869;526870;526886;526922;526940;526941
v50902	245490	17182	75817;75818;75819;75820;75822;75823;75841;75842;75843;75844;75848
v51130	247950	17188	105365;105366;105376;105378;105379;105382;105384;105392;105397;105478;105479
v51275	249678	17299	555366;555367;555368;555370;555371;555377;555378;555409;555418;555420
v51347	250475	17291	536028;536031;536032;536037;536081;536082;536083;536094;536095;536097
v51433	251477	17255	409300;409301;409302;409308;409328;409329;409347;409348;409349;409397
v51555	252834	17310	590909;590910;590911;590917;590918;590919;590921;590922;590923
v51579	253160	17245	370612;370613;370614;370661;370669;370670;370671;370673;370679
v51616	253610	17234	324547;324548;324552;324563;324568;324569;324570;324571
v51643	253955	17191	119378;119379;119387;119388;119390;119400;119409;119410
v51877	256862	17263	443140;443141
v51878	256862	17271	472112;472113;472114;472119;472120
v52090	259172	17278	495904;495905;495912;495913;495914;495937;495938;495939;495953
v52153	259915	17245	371355;371356;371361;371362;371363;371365;371369;371370
v52194	260325	17217	242238;242247;242248;242279;242293;242294;242313;242314;242315;242334
v52310	261649	17342	692827;692833;692848;692851;692854;692856;692904;692905;692906;692910
v52313	261667	17250	388673;388674;388675;388679;388706;388719;388720
v52524	263933	17171	20395;20396;20410;20411;20433;20436;20524
v53053	269364	17272	475445;475446;475449;475460;475479;475480;475496;475497;475498
v53434	273248	17178	56365;56366;56367;56368;56369;56376;56422;56426;56427;56428
v53435	273287	17250	388251;388259;388260;388274;388277;388287;388288;388289
v53513	274230	17180	65100;65101;65102;65107;65116;65117;65118;65130;65132;65133
v53595	275030	17311	594078
v53596	275030	17312	596277;596317;596318;596321;596329;596330;596348;596351
v53741	276592	17335	671263;671264
v54060	280203	17244	366679;366680;366681;366682;366683;366684;366685;366686
v54117	280931	17226	286539;286540;286541;286556;286559
v54317	283496	17195	135071;135072;135073;135106;135107;135140;135141;135143;135164
v54377	284189	17228	294245;294246;294719;294720;294721;294762;294769
v54577	286161	17287	520983;520984;520993;520994;520995;521000
v55014	291117	17210	208143;208155;208199;208202;208212
v55016	291126	17186	96046;96048;96057;96095
v55048	291418	17313	599531;599532;599533;599534;599535;599539;599543;599553;599569
v55068	291595	17223	274438;274439;274440;274457;274491;274516;274521;274547
v55088	291822	17286	519161;519162;519163;519164;519165;519166;519190;519202;519203
v55113	292084	17253	403270;403271;403278;403280;403283;403288;403289
v55117	292169	17276	487010;487011;487012;488993;488994
v55141	292405	17326	639418;639420;639430;639431;639432;639437;639439
v55189	293024	17264	444628;444965;444966;444967;444972;444973;444987;445017
v55590	297677	17291	534432;534433;534434;534435;534436;534438;534445;534456;534457
v55849	300803	17253	402879;402881;402882;402883;402884;402885;402895;402896
v55882	301189	17197	144572;144573;144574;144575;144576;144581;144605;144607;144621
v56083	303504	17219	253340;253341;253343;253344;253345;253347;253348;253355
v56150	304093	17326	640199;640200;640201;640202;640203;640204;640206;640213
v56164	304208	17322	628823;628824;628828;628829;628830;628832;628837
v56234	304957	17217	244691;244692;244693;244694;244695;244697;244699;244702
v56288	305532	17298	553013;553014;553034;553038;553039;553088;553097
v56469	307344	17224	276655;276657;276659;276660;276661;276664;276685;276686;276687
v56491	307523	17268	461092;461093;461095
v56492	307523	17270	467759;467760;467761;467762
v56509	307676	17167	3373;3377;3378;3430;3431;3433;3441;3442;3447
v56516	307729	17250	390974;390975;391077;391078
v56517	307729	17251	394080;394083;394085
v56565	308179	17167	4231;4232;4233;4234;4317;4328;4334;4347;4348
v56631	308943	17170	18955;18956;18957;18958;18962;18963;18983;18984
v56755	310496	17272	475688;475689;475691;475723;475724;475726;475727;475737
v56774	310800	17312	597452;597453
v56775	310800	17314	605206;605207;605208;605210;605221;605222
v56798	311118	17288	524719;524720;524721;524722;524724;524725;524729;524731;524732
v56944	312868	17272	476643;476644;476645;476677;476681;476685;476702
v56956	313086	17198	148611;148612;148618;148627;148631;148632;148642;148652
v57068	314198	17173	31008;31009;31010;31011;31032;31033;31034;31037
