visit_id	wifi_id	date	indices
v34830	73514	17178	55558;57121;57122;57123;57124;57126;57129;57130;57131
v34833	73531	17236	304300;304301;304302;304347;304348;304416;304646;306359;306361
v34984	74020	17332	509051;509052
v35102	74443	17210	197158;197159;197164;198734;198735;198737;198738
v35141	74578	17190	107883;107884;107958;107959;108026;108098;108806;108807;108825
v35148	74599	17169	17191;17192;17193;17203;17243;17246;17261;17262;17266;17286
v35161	74662	17235	297996;297997;297998;298025;298047;298121;298123;298133;298143;298202
v35195	74768	17302	453611;453612;453614
v35337	75218	17221	243647;243648;243649;243650;243664;243667;243700;243703;243707;243708
v35377	75365	17256	373809;373810;373811;373814;373817;373818;373819;373824
v35503	75769	17209	193665;193666;193667;193668;193669;193675;193676;193678;193681;193691
v35652	76214	17279	416451;416452;416477
v35653	76214	17334	513903;513904;513905;513906;513907;513917
v35681	76279	17229	277710;277711;277726;277750;277751;277765;277774;277814;277866;277878
v35783	76633	17341	527505;527506;527507;527591;527615;527616;527617;527713;527714
v36371	78556	17244	332980;332981;332982;332984
v36372	78556	17272	400982;400983;400984
v36589	79292	17189	105344;105345;105347;105348
v36834	80149	17234	296087;296118;296140;296141
v36873	80270	17169	17759;17760;17761;17763;17858;17921;17922;17933;17934;17946
v37376	81951	17173	37640;37641;37642;37644;37646;37647;37651;37652;37657;37686
v37442	82165	17198	143942;143943;143950;143951;143980
v37443	82165	17199	148039;148041;148042
v37565	82544	17233	290204;290208;290217;290218;290219;290222;290261;290272;290296;290307
v37610	82718	17203	167501;167601;167628;167629;167682;167890;168117;168248;168249;168294
v37662	82875	17198	143057;143058;143059;143067;143071;143078;143091;143153;143165;143172
v37824	83399	17345	534229;534230;534231;534232;534236;534243;534244;534259;534260;534261
v38003	83988	17199	147117;147123;147124;147141;147148;147172;147181;147182;147222;147261
v38158	84508	17300	449868;449869;449927;449929;449930;450316;450317;450329
v38224	84775	17248	346098;346099;346100;346101;346115;346116;346123;346124;346125;346130
v38326	85139	17201	155287;155288;155290;155295;155307;155309;155311;155318;155328;155393
v38393	85373	17223	253792;253793;253891;253921
v38555	85825	17180	64300;64301;64305;64443;64444;64447;64455;64533;64683
v38570	85890	17244	332611;332612;332614;332615;332617;332619;332622;332637
v38821	86762	17168	14901;14902;14907;14913;14933;14934;14935;14938;14943
v39002	87430	17342	528469;528470;528471;528472;528473;528474;528482;528484;528513
v39012	87452	17179	58509;58514;58553;58555;58557;58563;58626;58818;58819
v39135	87902	17243	329012;329013;329014;329021
v39163	88039	17201	156107;156108;156109;156125;156134;156164;156170;156176
v39176	88101	17308	464219;464220;464225;464227;464228;464231;464232
v39182	88120	17168	11735;11736;11737;11752;11762;11784;11786;11790
v39191	88146	17201	159353;159354;159362
v39427	88975	17229	277023;277024;277025;277099;277116;277117;277118;277121;277122
v39512	89243	17186	87933;87934;87935;87936;87937;87958;88012;88016
v39540	89356	17287	428989;428990;428991;428994;428996;429027;429028;429029;429031
v39589	89530	17233	291503;291504;291515;291516;291528;291533;291534;291564;291591
v39718	89972	17197	136513;136514;136525;136554;136625;136834;136835;136846;136849
v39722	89975	17251	357590;357592;357615;357617;357641;357645
v39748	90053	17329	504329;504330;504360;504368;505039;505040;505059;505060
v39843	90354	17316	480262;480263;480264;480265;480282;480283;480285;480289
v39928	90672	17191	111017;111018;111021;111037;111109;111110;111118;111303;111310
v39962	90802	17190	107780;107782;107799;107808;107849;107885;107914;107952;107964
v40000	90893	17188	99123;99124;99125;99126;99227;99273;99303;99356
v40077	91164	17342	528878;528898
v40112	91296	17207	185584;185594;185618;185620;185634;185635;185636;185659;185665
v40119	91317	17195	122067;122068;122069;122070;122071;122072;122073;122075
v40293	91934	17229	274854;274855;274856;274861;274885;274940;274941;274946;274986
v40493	92604	17183	75278;75279;75280;75281;75288
v40539	92787	17168	10052;10053;10054;10102;10214;10470;10493;10494;10575
v40746	93490	17199	146215;146230;146234;146261;146265;146266;146274;146287;146392
v40914	94061	17169	15964;15965;15969;15976;16011;16012;16019;16112;16113
v40955	94208	17174	40286;40287
v40956	94208	17175	45941;45942;45955;45960;45985;45993
v40967	94245	17270	396485;396486;396487;396488;396490;396555;396556
v41037	94482	17311	468064;468073;468074;468075;468076;468150;468151
v41127	94788	17195	124985;124986;124987;124988;124999;125012;125013;125022;125037
v41295	95366	17276	408683;408684;408685;408686;408708;408709;408722;408724;408744
v41344	95532	17198	141129;141130;141131;141170;141235;141363;141541;142166;142169
v41356	95581	17259	385788;385789;385790;385791;385796;385799;385800;385801
v41467	95974	17203	168062;168063;168077;168083;168121;168122;168123;168130;168409
v41608	96443	17317	482839;482841;482842
v41645	96555	17327	500487;500488;500489;500500;500625;500626;500897;500902
v41682	96697	17174	39459;39489;39507;39514;41153;41155;41156;41184
v41687	96716	17221	242080;242081;242093;242127;242128;242181;242208;242299;242301
v41769	97030	17205	177608;177609;177614
v41969	97576	17170	22156;22157;22160;22162;22183;22187;22188;22190;22194
v41973	97594	17242	326219;326220;326221;326223;326261;326262;326263;326270
v42330	98861	17245	338936;338941;338961;338964
v42331	98861	17246	342081;342088;342089;342091
v42504	99418	17241	324714;324715;324716;324717;324721;324722;324729;324730
v42512	99433	17279	416091;416092;416116;416117;416119;416120;416155;416177
v42527	99483	17234	294206;294207;294208;294209;294213;294215
v42571	99617	17292	439237;439238;439239;439335;439336;439342;439389
v42573	99624	17293	440726;440727;440728;440729;440772;440806;440808;440815;440836
v42578	99637	17292	438693;438694;438695;438696;438722;438723;438727;438728;438729
v42599	99702	17307	462927;462928;462929;462936;462954;462955;462963;462965;462982
v42676	99961	17316	481557;481558;481559;481595;481669;481676;481702;481703;481704
